desc,title 
"
        

 


 
 
 

 
 
 

 
 


 
 
 









  

    ",We are hiring for 2019! Teach English in China. Great package.
"
        



  You would need to determine the needs of prospective clients, and scheduling follow up calls as applicable. All our customers contact us directly. You will set the times that work best for you.



Below is a list of some of the top ways, but it is not an
exhaustive list:
- (commission paid in 24-48 hours) Receive inbound calls via our virtual office from customers looking for our product. If you make one sale per day, 5 days
per week you can generate $2000 to $5000 per week.
*no cold calling, these prospects come to you requesting more information.
-
-  - Average Commission is $600 per closed account paid monthly.
All sales begin with the customer initiating contact. So there is no cold calling whatsoever. You can take
calls from the call center 24 hours a day.



We provide you with the scripts, ad copy, images, and training.

Full or Part Time Available
All you need is:

* Laptop
* Cell Phone
* Basic computer skills
* Good Communication Skills



    ",$400 to $800 Daily ! - 24 Hr Incoming - Remote Virtual Call Center -
"
        
APPLY NOW!!! - APPLY NOW!!! - APPLY NOW!!! - APPLY NOW!!! - APPLY NOW!!! 

CLICK ON THE LINK BELOW TO SUBMIT AN APPLICATION



Are you looking to join a company where you feel empowered in your work? Where your job is not just a job, but a path toward a rewarding and successful career? Do you want to be part of a company that customers and suppliers not only want to do business with, but need to do business with? If you answered yes, then Midwest Goods might be the place for you.

Our Midwest family has over 200 employees and we truly do value each and every one. We show our appreciation to our employees by having monthly birthday parties and award ceremonies. Midwest Goods also gathers every Friday for lunch, we provide the lunch! As a growing company, we believe that our foundation is our employees.

WATCH OUR VIDEO

 
 

Pay: Starting at $59K / Salary 

Summary/Objective

The Warehouse Manager will be responsible for the overall ""day-to-day"" inventory, freight and warehouse management.   

Essential Functions

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Contributes to the creation and implementation of best practice vision, strategy, policies, processes and procedures to aid and improve operational performance.
Oversees and reviews all production metrics and targets daily.
Develops and recommends annual budget requirements for the warehouse including for each individual department. Anticipates and requests funding for future personnel requirements.
Effectively manages all warehouse employees to ensure all employees are meeting job level expectations and requirements.
Consistently determines ways to improve upon existing processes to increase efficiency.
Ensures customer deliveries are made timely and accurately.
Confers with department supervisors to ensure coordination of all warehouse activities.
Participates in planning personnel safety and plant protection activities. Maintains safe, clean and organized warehouse environment; train on safety procedures.
Interviews, hires and trains employees; addresses complaints; plans, assigns and directs; appraises performance; rewards and disciplines employees.
Oversees and manages a number of departments including but not limited to Receiving, Shipping, Inventory, Down Stock.
 

Competencies

Technical Capacity.
Results driven.
Leadership skills; critical analysis skills.
Financial Management.
Excellent communication skills.
Ethical Conduct.
Performance Management.

Supervisory Responsibility

This position manages all employees of the warehouse and is responsible for the performance management and hiring of the employees within the warehouse.  

Work Environment

This job operates in a warehouse environment where noise level can be loud. The employee is frequently exposed to fast moving carts and bins throughout the warehouse.  

Physical Demands

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.While performing the duties of this job, the employee is regularly required to talk and hear. This position is moderately active and requires standing, walking. This position requires the ability to occasionally lift warehouse products and supplies, up to 20 pounds.

Travel

No travel is expected for this position.

Required Education and Experience   

A bachelor's degree in business management, industrial management or related field. Three to five years of experience in warehouse, inventory control or materials management in a manufacturing, warehouse or distribution center environment. A minimum of five years of supervisory experience.

Preferred Education and Experience

Intermediate computer skills and Microsoft Office experience. Experience with inventory management systems and ecommerce platform.

Additional Eligibility Qualifications      

None

Work Authorization      

Must have legal authorization to work in the United States.

AAP/EEO Statement

Midwest Goods, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Other Duties     

Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the Warehouse Manager. Duties, responsibilities and activities may change at any time with or without notice.     ",Midwest Goods Inc Distribution Center - Warehouse Manager $59K!!
"
        
This is a part time position (20 hours/week) with flexible hours for the position of insurance consultant.  The base pay is $11/hour plus commission.  After six months, you have a choice to become a full-time employee with salary and commission or stay part time.  We offer a thorough, organized training program.

The requirements for this position are:

-A high school degree
-No experience required 
-Must be articulate and have good grammar
-Must be a fast learner (you will have to pass an exam with the state after three months)
-Good phone skills

Your initial responsibilities will be:

-Generate new business, offer new lines of business to existing customers.
-Cold calling - your first two months this will take up half of your time.  We will provide you with a script.
-Learn the insurance industry and get licensed with the state of Illinois (we provide the training and cover the cost of the license).  This will have to be done six months after your hire date.



*If this ad is still up, we are still searching*
    ",**Farmers Insurance - No exp required!**
"
        
We are seeking a highly motivated, detail oriented self-starter with the ability to multi-task.

*Experience with I/T Services, Printing, Mailing and Account Management is helpful and you will be given preference in the interview process with any of these skills.

Job Duties:
1.	Effective communication by phone and email with customers using professionalism, tact and empathy to maintain a long term customer relationship 
2.	Retains customers by answering product and service questions; suggesting information about other products and services.
3.	Maintains customer records by updating profile and account information.
4.	Resolves product or service problems by clarifying the customer's concern; investigating to determine the cause of the issue; explaining the best solution; expediting correction; following up to ensure resolution.
5.	Identify alternate means for procedures and discussing with managers and teammates.
6.	Maintains financial accounts by processing customer adjustments.
7.	Provide online web site support via telephone hot line
8.	Recommends potential products or services to management by collecting customer information and analyzing customer needs.
9.	Prepares service reports by collecting and analyzing customer information.
10.	Contributes to team effort by accomplishing related results as needed.
11.	Accomplishes department and organization mission by completing related results as needed.
12.	Updates managers by consolidating, analyzing, and forwarding daily action summaries.
13.	Provides samples to customer; arranging shipment or delivery; notifying customer, following up for approval.

Full Time Monday-Friday, rotating Saturdays

Feel free to visit our website: www.digitaldc.biz    ",Account Manager - Account Services
"
        
Position Title: Landscape Design  and Sales Consultant
 
Status: Full Time (32- 48 hours/week)

Education: Degree or diploma in any horticulture-related field preferred

We are a family owned/operated premier landscaping/gardening services firm - operating in the Naperville/Aurora area since 2003. We provide landscape design/build and maintenance services to mostly residential clients. This includes (but not limited to) planting, hardscaping, irrigation, and landscape lighting services. 

Looking for a dynamic, self-driven, and customer focused landscaping professional to work with our high-end residential clientele in designing, building, and maintaining their landscaping, gardens and outdoor living spaces. 

Primary responsibilities and job functions include, but are not limited to:

-	Taking customer phone calls and meeting with them to evaluate and estimate their landscaping projects.
-	Undertake in full fledge design projects using our CAD system (Pro-Landscape).
-	Work with our CRM system (LMN software) to estimate projects and scheduling projects. 
-	Order plant materials and other project supplies to execute/manage projects. 
-	Participate in daily/weekly production and planning meetings.
-	Attend and complete company paid training programs/seminars
-	Above all, you should enjoy working with clients and mother nature!

We offer a very competitive salary package with paid holidays, vacations, and an option to participate in a company group medical insurance and performance-based bonuses. 





    ",Landscape Designer/Sales Consultant
"
        
ACP Productions www.acp-productions.com is a B2B Event Management Company. Through our success over the last year, we are now looking to hire Corporate Sales Executives in our Tinley Park location. This is an awesome opportunity for those looking to grow organically into senior level roles within 1 - 2 years. You must be very comfortable using the telephone to engage with and sell to Senior level Business leaders. B2B conference experience is a PLUS.

We Offer:
A guaranteed base salary
Uncapped commission structure 
Same day paydays
Paid training
A flexible working environment
Brand New Laptop Computer
Leads Supplied
Email supplied with G Suite
CRM supplied

What you'll be doing:
o Execute National marketing campaigns and programs.
o Manage Senior level contact resources, including long lists of CEOs and Senior Vice Presidents.
o Process company generated leads for analysis of campaign metrics.
o Build event speaker summary by recruiting top level speakers to identify trends relevant to the event campaign
o Work cross-functionally with Sales & Marketing to ensure consistent messaging.

What we're looking for:
o 1 -2 years' experience in Sales role.
o You are disciplined, well-organized and efficient.
o You take a detailed and methodical approach to every project.
o You have a ""no job too small"" attitude.
o You have a high-quality bar.
o You are prepared to elevate our brand and establish it as a leader in the event industry

In summary: ACP Productions is a Corporate Event Management Company. We partner with the world's largest brands; Microsoft, Eli Lilly, SAP, Constellation Brands, Oracle, and Xerox just to name a few. Our founders have over a decade of experience aligning the right Business Executives at the right time. We pride ourselves on Producing the best Corporate business experience on the planet. Our vast resources put us in contact with hundreds of Corporate decision makers and Solution partners weekly.

From one of our premier ""Topic Driven"" Fusions to our ""Custom"" Fusions, there is no more capable event management business than ACP Productions. We bring business Executives together. Our Fusions produce lasting relationships which, more importantly, fuse successful business Partnerships.

As a Corporate Sales Executive, you are responsible for engaging with CEOs from small to mid-sized companies as well as Large Corporate C-Suite Executives. Your responsibilities include executing some of our premier Corporate events through consistent company-initiated lead sourcing and your own. The ideal candidate is organized, hardworking, and has experience speaking with and writing to Senior level Executives. You are a self-starter that works well with minimal direction in a fast-paced startup environment.    ",Corporate Sales -- Conference -- B2B
"
        
Community Outreach Director
(Evangelical Church Market)
                                   
Our fast-expanding college planning business, now the largest in the Chicago area, (www.mycollegeplanningteam.com) is seeking a part-time independent contractor to help 
expand our community outreach partnerships in the church market.  Experience in youth
ministry or outreach ministry is helpful but not required.

Our workshops have been rated as the best college planning workshops in the Chicago area 
and receive rave reviews from the families with college bound children. They are conducted 
by college planning professionals  and are not a sales presentations for our services.    

Though there is nothing to sell (workshops are free to our host church and to all who attend 
them), your earnings are based on the number of families attending each workshop and can 
vary significantly depending on the size of the workshop.   Commissions from workshops at 
smaller churches are usually in the range of $500 per workshop whereas at larger churches 
they can exceed $1500 per workshop.

My College Planning Team currently works with over 75 non-profit venues in the Chicagoland 
area and seeks to now expand our coverage by partnering with churches who are interested in 
doing more outreach in their communities by sponsoring high qualify college planning workshops. 

If you would like to join our team, email your resume in confidence to Jack Schacht or call 
630.470-6880 for an immediate interview.
    ",Community Outreach Director
"
        
Job Description

The Intercultural Program Manager (IPM) is responsible for managing intercultural training programs from authorization to billing. This includes day-to-day interactions with IOR's clients, trainers and international assignees to support the delivery of Intercultural Training programs worldwide. The IPM communicates with clients (HR contacts or Relocation Management Company contacts) responsible for service authorizations and ensures programs and processes run smoothly to address client needs. S/he will also serve as a member of the IOR Tech Team and the marketing liaison for the department. The IPM reports directly to the Director of Global Talent Development


Intercultural Training Program Management

Receive and process authorizations
Select trainers in collaboration with Director GTD as needed
Serve as main point of contact with trainers with regard to program set-up and logistics
Seek approval for travel budgets and other expenses with Client / RMC, as needed
Select Daily Living, Business Resource or other consultants
Communicate with trainer and consultant to make sure all have necessary contact information
Maintain virtual training materials
Announce programs and manage process through Gateway
Manage program evaluation process
Approve and manage trainer and consultant expenses
Manage billing process
Gather data for client reporting and submit regular reports according to client timeframes


Global Talent Management (Consulting/Learning & Development/Coaching)

Work with Global Talent Manager & Director to administer global talent development programs
Assist with setting up and monitoring assessment instruments (GCI, IDI, DISC, etc.)
Prepare assessment reports and materials for sessions, as needed
Assist with travel arrangements, as needed
Process evaluations as requested by client
Process expense forms and billing
Issue contracts for new GTM / L&D Facilitators (same as training contracts)


Technology Department Liaison

Attend regular meetings with IOR Tech Team
Participate in the development and testing of new technology processes
Communicate technology needs and updates between Global Talent Development department & Tech Team


QUALIFICATIONS
Job Specific

Takes initiative on training program administration and management an eye toward continuous improvement
Superior organization skills; conscientious; attention to detail
Comfortable in working under pressure by prioritizing multiple tasks and deadlines
Technology competence:
Office 365 (Excel, Word, PowerPoint, SharePoint, Skype)
GoToMeeting, Webex, and other communications web tools
Adobe Software Suite (Adobe Sign, Publisher, Writeable PDF)
Google Drive
Ability to become proficient on IOR propriety systems: IRMA and GATEWAY
Excellent written, oral and interpersonal communication skills


Education & Experience

4-year college degree
Experience working in a professional services environment
International and/or cross-cultural experience
Knowledge of foreign language a plus


Performance Measures

Adhere to IOR Key Performance Indicators
Timely completion of tasks
Maximizing capture rates on cultural training
Appropriate communication within and across departments to coordinate competing priorities
Maintain competence with necessary communication and information processing technology
Ensure smooth, efficient and organized documentation and processes    ",Intercultural Program Manager
"
        
Job Description

The Destination Program Manager (DPM) is responsible for providing the highest satisfaction to existing global mobility clients by managing Destination Services programs from authorization to completion. This role interfaces with Relocation Management Companies, client human resource contacts, destination services consultants and IOR team members, to deliver outstanding expatriate support programs.


Responsibilities

Oversee all aspects of destination services programs worldwide from point of client's initiation to completion.
Liaise internally between destination services, management, administration, business development and externally with the client.
Locate and hire consultants; negotiate rates when necessary.
Initiate, track, and update programs within IOR's proprietary program management system, Gateway.
Coordinate with accounting to invoice clients accurately.
Propose solutions to service issues that arise. Escalate when appropriate and report any service issues to Director of Client Services.
Maintain highest level of customer satisfaction and ensure repeat business from client base.
Keep pulse on program status real-time; pro-active contact with all parties involved.


Qualifications

Experienced professional in international relocation.
Excellent interpersonal, verbal and written communications skills.
Strong team player, able to forge and maintain professional relationships with superior customer service.
Tech savvy; proficient at Office 365 (Outlook, Word, Excel, PowerPoint, Skype for Business). Ability to learn effective use of IOR's proprietary program management systems (Gateway, IRMA, etc.)
Ability to work under pressure and prioritize multiple tasks.
Conscientious and pays attention to detail.
Ability to approach challenging issues and propose and implement solutions.
International experience living/working abroad a plus.
Bachelor's degree or higher.
At least 2 years working experience in a professional business environment.
Proficiency in a foreign language strongly desired.


Performance Measures

Target 4.5 score on evaluations for client programs
Retention and expansion of client program initiator base
Superior client satisfaction rates for IOR programs
4 business hour response time to client initiations
2 business hour response time to emergencies or client service delivery complaints.
Daily usage of program management system (GATEWAY, IRMA) and other technology based tracking tools and reports
Timely and accurate invoicing; absence of ""lost"" billings    ",Destination Program Manager
"
        
We are a fast-paced growing Ticket Brokerage looking for a bright hard-working eager to learn individual who can hit the ground running.

Day to day activities include:
-Assist in the daily ticket purchases
-Assist with data entry and research
-Help with administrative tasks

Candidate should possess:
-A positive, easy going attitude
-Proficiency in Excel and Google Sheets
-""ownership"" mentality-6+ months in Ticket Industry (not required but nice to have)
-Proactive work ethic
-Analytical thinking
-Fast, efficient worker
-Take instructions and run with them

Hours and location: 8am-1pm CST, 100% onsite work in Schaumburg, IL
-Full Time is available for the right candidates 

Ideally looking for a temp-to-hire but would consider direct hire as well. Flexible compensation based on experience and expertise.

No recruiters or marketers please.
Thanks    ",Account Management Position
"
        
•	Responsible for obtaining exhibitors and sponsorships for conferences. Assists meetings team with all steps for a successful conference as needed. 
DUTIES AND RESPONSIBILITIES: 
•	Obtain conference exhibitor booths, corporate sponsorships, and advertising for clients
•	Research and develop prospects
•	Work with clients to develop attractive sponsorship packages
•	Assists in development of the exhibitor and sponsorship strategy.
•	Attend client conferences to identify and pursue leads, develop and nurture relationships, and keep up-to-date on industry trends
•	Ensure exhibitors and sponsors receive ongoing cultivation and stewardship
•	Create and maintain databases of industry contacts 
•	Assist meetings team as needed
QUALIFICATIONS AND SKILLS
•	Track record of meeting and exceeding goals
•	Proven ability to build, nurture and maintain relationships with sponsors and exhibitors
•	Ability to interact with all levels of leadership
•	Financial skills for setting goals and analyzing sales plans
•	Excellent written and oral communication skills 
•	Strong interpersonal and customer service skills
•	Problem solving skills, project management skills, accuracy and attention to detail 
•	Ability to organize, prioritize and coordinate multiple work activities 
•	Ability to handle the demands of various personality types
•	Works as well as team member and in self-directed activities in a fast-paced environment. 
•	Demonstrates ability to take initiative, identify problems, and resolve them.
•	Bachelor's Degree required
•	Full time or Part Time, superior benefits package (FT), salary NEG/DOE, criminal background check
    ",Exhibitor and Sponsorship Development Coordinator
"
        
All American Paper Co. is a small family owned distributor of cleaning, packaging and foodservice supplies servicing business customers in the greater Chicagoland area. We are currently celebrating our 50th year in business but are operating with a ""start-up"" mentality as we revamp and modernize our operations for the next 50 years.  

We are looking for a General Manager for our Westmont, IL office.  In this hands-on position the ideal candidate will manage all daily aspects of a distribution company.  

Essential Duties & Responsibilities:
•	Balances daily workload to manpower.
•	Participates in regular budget meetings with ownership.
•	Has full P&L responsibilities.
•	Ensures work schedules are in place to promote efficiency.
•	Conducts casual pre-shift meetings to cover previous productivity, operational problems, forecasting workload and any other pertinent information.
•	Conducts regular review of aging for accounts receivables and works closely with office team to recover balances in a timely fashion.
•	Acts as the coordinator for all physical inventories.
•	Communicates regularly with customers on order status, issue resolution, problem solving, etc.
•	Visits key customer or vendor sites for meetings as necessary
•	Negotiating with vendor partners to ensure that we are purchasing as efficiently as possible
•	Collaborate with company ownership to develop strategic plans for business growth based on short-term and long-term objectives.

Requirements:
•	Must possess a true entrepreneurial spirit.
•	8-10 years managerial experience in a warehouse or distribution environment is a must.
•	Previous experience managing a jan/san distribution operation is a strong plus
•	Has a hand-on approach to management
•	Computer applications using MS office
•	Working knowledge of warehouse operations
•	Basic knowledge of OSHA, DOT, HAZMAT, FDA regulations
•	Excellent supervisory skills
•	Excellent customer service skills
•	Excellent analytical skills
•	Strong multi-tasking skills

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities.
    ",General Manager
"
        
B2B Commercial Sales
AT&T sales and promotions company in area seeking B2B Commercial Sales people and Managers. With the new offers and our unique closing tools this is an easy sale!

Responsibilities include:
Generate and qualify leads
Make sales calls to new and existing clients
Respond to sales inquiries and concerns by phone or in person
Ensure Customer Satisfaction and good client relationship
Follow up on Sales activity
Source and develop client referrals
Plan and conduct direct sales activities

Highest industry commissions and bonuses paid. Entry Level Reps earn $60,000, experienced Reps earn $140,000+.

Make your own schedule. We do not micro-manage as long as your activity is there. Get involved in this ""lay down"" sales opportunity by applying today!

Find out more by visiting www.startmybiztoday.com    ",B2B Commercial Sales NEEDED!!!
"
        
You belong at Dayton Freight! Join our team of Managers and be a part of The Dayton Difference.
 
Dayton Freight is a recognized leader in regional LTL transportation services and we are truly different from other carriers. It's apparent in how we treat our customers, and each other. Our culture is one of teamwork, respect and professional honesty. Dayton Freight appreciates its employees: you are not just a number, you are family. We attribute our growth to the dedication of our employees, and the loyalty of our customers and business partners.
Shop Managers are responsible for the planning, coordinating and implementing methods and procedures for the most efficient and economical repairs of equipment in an error-free manner, as well as supervising and coordinating maintenance employees to achieve maximum maintenance performance and profit objectives.

Additional job duties include:
•	Inspecting and measuring performance of maintenance personnel to improve overall Shop operations
•	Reviews daily maintenance schedule and confers with shift personnel
•	Assists with training, development and evaluations of maintenance personnel
•	In conjunction with the Region Maintenance Manager, recruits, qualifies, interviews, hires, trains and develops maintenance personnel
•	Assists the Region Maintenance Manager in the investigation, reporting and initiation of corrective action for accidents, job related injuries or employee discrepancies
•	Maintains excellent communication with external and internal customers
•	Ensures maintenance facility conforms to prescribed standards of safety and cleanliness
•	Understands and applies company safety practices including DOT, EPA, ICC and OSHA rules and regulations
•	Effectively handles special assignments as directed
•	Continuously improves processes
Minimum Qualifications:
•	Knowledge of the LTL/Transportation Industry
•	Experience in management
•	Experience in a maintenance setting
Benefits:
•	Stable and growing organization
•	Competitive weekly pay
•	Quick advancement
•	Quality Hours
•	Professional, positive and people-centered work environment
•	Modern facilities
•	Clean, late model equipment
•	Comprehensive benefits package: Health, Dental, Vision, AD&D, 401(k), etc.
•	Paid holidays (8); paid vacation and personal days

Please Apply Online at: 
    ",Shop Manager - Dayton Freight Lines
"
        
You belong at Dayton Freight! Join our team of Operations Supervisors and be a part of The Dayton Difference.
 
Dayton Freight is a recognized leader in regional LTL transportation services and we are truly different from other carriers. It's apparent in how we treat our customers, and each other. Our culture is one of teamwork, respect and professional honesty. Dayton Freight appreciates its employees: you are not just a number, you are family. We attribute our growth to the dedication of our employees, and the loyalty of our customers and business partners.

As an Operations Supervisor, you will plan, schedule, coordinate and implement methods and procedures that will ensure the most efficient and economical routing and movement of customers' freight in an error-free manner.

Additional job duties include: 
•	Compile production and service records and measure conformance to standards
•	Inspect and measure performance of personnel resulting in changes in work practices necessary to improve overall Service Center operations
•	Review logs and reports and confers with shift personnel to ascertain pertinent scheduling, production and administrative support requirements
•	Set up appointment freight deliveries
•	Perform and or assists with billing, rating, manifesting and analysis of freight weight and size
•	Maintain excellent communication with external and internal customers
•	Assist with training, development and evaluation of production and/or clerical personnel performance and recommends or initiates documentation
•	In conjunction with the Service Center Manager, recruit, qualify, interview, hire, train and develop Service Center personnel
•	Ensure that Service Center premises are protected and maintained
•	Assist in the investigation, reporting and initiation of corrective actions for accidents, job related injuries employee discrepancies
•	Understand and apply company safety practices including DOT, EPA, ICC and OSHA rules and regulations
•	Assist with the facilitation of information meetings with Service Center team members
•	Effectively handle special assignments as directed

Minimum Qualifications:
•	Knowledge of the LTL/ Transportation Industry
•	Has managed Drivers and Dockworkers
•	Knowledge of the surrounding geographical area to the Service Center

Benefits
 
•	Stable and growing organization
•	Competitive weekly pay
•	Quick advancement
•	Professional, positive and people-centered work environment
•	Modern facilities
•	Clean, late model equipment
•	Comprehensive benefits package: Health, Dental, Vision, AD&D, 401(k), etc.
•	Paid holidays (8); paid vacation and personal days

Please Apply Online at: 
    ",Operations Supervisor - Dayton Freight Lines
"
        
Wrigleyville company seeks Full-Time Executive Recruiter. Ideal candidates will have 1 to 7 years of full-time working experience. Recruiting experience is not required. We're simply looking for smart people who can stay organized, who enjoy talking to people on the phone, who care about building relationships, and who are looking to earn a good living working with responsible, caring co-workers. 

You must be a positive person because this is a hard job with ups and downs, where client and candidate priorities can change daily.  You must have integrity and a strong work ethic.  We're looking for people who want a long-term career, and we will train you for that long-term career.  You will be paid a commission that can range from 40K-120K.  You will likely earn closer to 40K in your first year while you are learning how to be a great recruiter.

Our recruiters manage candidates who are looking for a job, and they also manage clients who are looking to hire our candidates. It's very interesting work. Our industry is a unique niche and the professionals who we recruit are high-integrity standouts in their chosen fields.  Also, we are a leader in what we do.   You'll be contacting people who are included in our database - this is not a cold-calling role, but instead is one where you'll be contacting pre-screened professionals who already have a good idea about us and our firm.

You must have a Bachelor's degree and live in Chicago commutable to our office.  We offer health insurance and a 401k program.  We look forward to hearing from motivated, qualified applicants.  Your written and verbal communications skills must be awesome -- you'll often be writing up something up quickly for someone, or telling someone something for which there needs to be perfect comprehension on their side.    ","Seek Executive Recruiter, No Experience Necessary"
"
        
Busy body shop looking for estimator!!

Must have experience with Mitchell's or CCC's

please call Gary 773-797-4420    ",Estimator needed for BUSY body shop **Lucrative Pay!**
"
        
Mr Kustom, an Automotive Accessories, Mobile Electronics store on the Northwest side is looking for experienced Sales Managers, and Auto Accessories Sales People. Must have previous experience with references. Bilingual English/Spanish a plus. Duties to include store opening-closings, manager of 10 + employees, answer phones, invoice writing, parts ordering, inventory management, retail sales, customer service, etc. Must have computer experience. This is a fast pace job for motivated individuals. This is a full time job 40 hours a week. Established company 40 years in business. Largest automotive customizing business in the Chicago area. NOTE: Must Have Automotive Service or Auto &Truck Accessories Experience !

Go to our careers page , send your resume and fill out an application Web page link is below. Experienced Applicants will be contacted for personal interviews. This is a full time 40 hours a week job, plus overtime, and vacation pay.

    Link To Applications Page

$1,000.00 hiring bonus to highly qualified persons.    ",Auto Accessories Store Manager
"
        
JMS Dedicated Services is expanding at a RAPID pace!  

Bring your agency to us...

Agents with fleets and/or multi-truck owners NEEDED for dedicated lanes and freight 

Why switch to JMS?

Things that keeps you up at night------------------JMS has your back 

*No more payroll to worry about---JMS pays WEEKLY - cash flow problems GONE        
*Sharing Trucks------------------------You recruit/hire and KEEP your own drivers 
*Owner Operators---------------------You can recruit/hire owner operators just for YOUR agency 
*Company Fleets-----------------------1-199 company trucks - dedicated to YOU, cash-flowed by JMS
*Plates - Insurance - Permits--------JMS offers ALL
*Quick Pay to Owner Operators----Yes we can pay in as little as 4 DAYS
*Brokering Loads----------------------Your freight we pay 70% of the net on loads you move 
*Load Boards---------------------------We set you up to book loads - EVERYTHING you need 
*Approved Brokers--------------------Over 30,000 APPROVED national brokers 
*Customers------------------------------JMS has national accounts WAITING for your trucks
*Drivers Leave---------------------------We NEVER swap drivers to other agents or to company dispatchers 
*Recruiting Costs------------------------If you qualify JMS offers an advertising budget for recruiting ads 
*Orientation------------------------------JMS has ONLINE driver orientation 
*Paychecks--------------------------------JMS makes all settlements for agents and drivers WEEKLY 
*Adding Units----------------------------No upfront cost - BRING ON THE TRUCKS 
*24/7 Dispatcher-------------------------JMS has around-the-clock customer service 
*Trailers-----------------------------------Newer trailers - van, flat, reefer 
*Billing-------------------------------------Billing - we do it all - quick AND correct

The list could go on and on -- let us cash-flow your business and you concentrate on growing your business

CALL NOW! (817) 944-0972
www.jmstransportation.com
Join the Best - Join JMS    ",Freight Agents/Fleet Owners - Make the Switch - Join the Best!
"
        

        
    ",Category Specialist
"
        
JMS Dedicated Services is expanding in your area!
 JMS is adding freight brokers and freight agents in your area! 
 JMS has a benefit package with salary and top commissions!

 JMS = Just Makes Sense 

 If you are currently working or have ever worked in a brokerage - we need to talk!

 Have customers ready to move loads? We have carriers and company trucks 
 No cap on commissions 
 Trucks and brokerage trucks at your disposal 

 Recruiting from your office ... % paid on the gross of any owner operators you recruit 
 Recruiting leads to you hauling your own customer loads --sell dedicated trucks 

 JMS is a family-owned company that has been in business since 1992. Small company feel with big company benefits!

 Email or better yet call us -- just get in touch to discuss making the change you've been pondering!

 If you're tired of the rat race and long hours of a larger carrier or broker, STOP - time for a change!

 JMS is on the verge of exploding onto the agent-based transportation scene - come be part of something special!

 Call NOW! (817) 944-0972
 www.jmstransportation.com    ",Freight Agents/Brokers - Make the Change You've Been Contemplating!!!!
"
        
District Manager 

Our company is looking for a high-achiever District Manager to act as key ling between the Corporate headquarters and assigned District Branches. You will help branches stay up to date with company policies and you will ensure focus on increasing sales and building productive customers' relations. The successful candidate will oversee district's day to day operations and will carry out company policies and guidelines.

Responsibilities
•	Acting as a liaison between Corporate Headquarters and the areas branches by making regular visits and interacting with management
•	Overseeing operational practices
•	Coordinating with, reporting and making recommendations to senior management.
•	Overseeing operational practices making sure that each branch runs smoothly and meets projected revenues and sales estimates
•	Coordinate with, report and make recommendations to senior management in to grow market share, improve customer experience and drive growth
•	Ensure that each branch delivers value and excellence to the clients
•	Cultivate and grow a strong team of committed branch managers that will maintain profit margins and implement business plan
•	Ensure that all projects are executed profitably and in compliance to standardized business practices
•	Apply innovative approaches and techniques to keep updated with competition

Requirements
•	Proven district management working experience
•	Entrepreneurial mindset and clear thinking
•	Business development and strategy implementation knowledge
•	Strong leadership and decision-making skills
•	Ability to sell, manage and drive growth
•	Excellent customer relationship management skills
•	BS/MA in Business Administration

Apply, send Resume
    ",District Manager
